id,title,company_name,location_name,description,job_url,source_apply_url,work_mode,seniority,salary_currency,salary_period,salary_min_cents,salary_max_cents,equity_offered,status,posted_at,updated_at
21,Applied AI Engineer,Sigma360,Remote,"Sigma360 is looking for an Applied AI Engineer to turn hard compliance problems into working AI systems. You'll train models, build agents, engineer prompts, and validate everything against real-world data. It's a notebooks-first role for a hands-on builder who's energized by ambiguity and obsessed with making AI actually perform on messy, adversarial data. We're hiring exceptional engineers across the junior-to-senior spectrum; final compensation reflects experience and level. About Sigma360 Sigma360 is an MIT-incubated, venture-backed, Series B data and analytics company helping financial institutions, fintechs, and governments manage entity risk. We turn the world's messy, fragmented data into clear answers — powering name screening, sanctions compliance, adverse media monitoring, KYC investigations, and risk research for some of the world's most demanding compliance teams. Engineers own architecture, AI & data science own model quality, and everyone owns impact. Why This Role Matters Compliance AI is genuinely hard. Financial crime is adversarial — names, structures, and jurisdictions shift constantly. The data is messy, multilingual, and incomplete. The stakes are real: a missed sanctions hit is a regulatory event; a flood of false positives buries the analyst teams that rely on our product. We're automating some of the most repetitive, highly regulated back-office work in global finance — and building the AI systems that make it possible: Agents that reason about entities across fragmented data sources Models that match names across dozens of languages and scripts Classifiers that separate relevant adverse media from noise Workflows that compress hours of analyst work into minutes This isn't a ""fine-tune an open-source model and call it a day"" problem. It rewards creativity, scientific rigor, and a real tolerance for iteration. It's notebooks-first and research-oriented — upstream work, not production infrastructure. If you're energized by hard, ambiguous problems and don't need a detailed task list to make progress, you'll thrive here. What You'll Do Model development and AI system construction Build new AI agents and agentic workflows — design tool calls, orchestrate multi-step reasoning, validate outputs end to end Fine-tune and train language models, embedding models, and classifiers on proprietary compliance data Engineer, test, and iterate on prompts for LLM-powered features — systematically measuring output quality and failure modes Construct and curate high-quality training and evaluation datasets; ensure stratified, representative coverage Validate AI systems against real-world edge cases before handoff to production engineering Data science and evaluation Design rigorous evaluation frameworks: define metrics, build holdout sets, measure precision/recall, identify distribution shift Run data exercises to test and tune AI/ML systems — measure catch rate and false positive rate on real entity data, diagnose failure modes, iterate on filter configurations and thresholds Answer analytical questions from product and business teams about AI feature performance, usage, and value Tech Stack Primary environment: Databricks (notebooks, workflows, scheduled jobs) Languages: Python — pandas, PySpark, and standard ML libraries ML / AI: PyTorch, Hugging Face, LLM APIs, custom frameworks Data: Delta Lake / lakehouse; data shipped downstream to Postgres and Neo4j Infrastructure: AWS Downstream consumers: Golang backend, React frontend What We're Looking For Required Python fluency — you write clean, readable, maintainable code in notebooks every day; you're comfortable with pandas/pyspark and large DataFrames ML fundamentals — you understand model training, evaluation, overfitting, precision/recall tradeoffs; you can design a proper eval from scratch LLM/AI systems experience — you have built something real with language models: an agent, a RAG pipeline, a fine-tuned classifier, or something novel Prompt engineering — you treat prompts like code; you test, measure, and iterate systematically rather than vibe-checking outputs Autonomy and intellectual curiosity — you're energized by ambiguous problems; you make progress without a detailed task list Bachelor's degree (or higher) in Computer Science, Machine Learning, Data Science, Statistics — or equivalent practical experience Nice to Have Databricks experience (notebooks, workflows, Delta) NLP / NER background — multilingual entity recognition, text classification, information extraction Experience training or fine-tuning embedding models Agentic workflow design and debugging AML, sanctions, KYC, or financial crime domain knowledge Model risk management experience or familiarity with SR 11-7 standards MLOps basics — experiment tracking, model registry, evaluation pipelines What We Offer Remote-first team with high autonomy and ownership — your work is visible and consequential Competitive compensation and meaningful equity in a Series B company growing rapidly Health, dental, vision, and other benefits (or local equivalent) Generous time off and a culture that supports continued learning Small team environment: you'll have real ownership and real influence from day one How to Apply Apply with your résumé and a short note on the hardest AI system you've built — what made it hard, and what you'd do differently today. Sigma360 is an equal opportunity employer. We are committed to fair hiring practices and to creating a welcoming environment for all team members. All qualified applicants will receive consideration without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, disability, age, familial status, or veteran status.",https://jobs.techstars.com/companies/sigma360-2-ee2e9a0d-3889-434b-9091-a3a8466b9eaf/jobs/76022940-applied-ai-engineer,https://wellfound.com/company/sigma360/jobs/4129436-applied-ai-engineer,remote,mid senior,,period_not_defined,,,,ACTIVE,2026-04-23 18:36:52+00,2026-04-23 21:01:54.983843+00
22,Solutions Data Scientist,Sigma360,Remote,"Sigma360 is looking for a Solutions Data Scientist to be the analytical backbone of our client engagement and system quality work. You'll run rigorous data exercises on real client data, tune Sigma's screening stack for each client's jurisdiction and risk profile, and turn the analytical playbook you pioneer into a self-service product. We're hiring exceptional data scientists across the junior-to-mid-level spectrum; final compensation reflects experience and level. About Sigma360 Sigma360 is an MIT-incubated, venture-backed, Series B data and analytics company helping financial institutions, fintechs, and governments manage entity risk. We turn the world's messy, fragmented data into clear answers — powering name screening, sanctions compliance, adverse media monitoring, KYC investigations, and risk research for some of the world's most demanding compliance teams. Engineers own architecture, AI & data science own model quality, and everyone owns impact. Why This Role Matters When a bank evaluates Sigma, the first question is: how well does your system actually work on our data? Everything downstream — whether the deal closes, whether the client trusts us, whether our product gets better — runs through your answer. Your analysis decides whether prospects become clients — banks buy Sigma because rigorous data exercises prove the system works on their data; yours is the work that makes the case. What you pioneer scales to every client after — the self-service tuning product turns your analytical playbook into leverage, so every client who comes next benefits from the work you do today. You find the gaps before clients do — your adversarial testing shapes what R&D builds next, and the failures you catch today become tomorrow's roadmap. If you're energized by precision — the satisfaction of getting something exactly right when it actually matters — you'll thrive here. What You'll Do Own the data exercise function end-to-end. Receive entity lists from prospects and clients, preprocess and load data, run it through Sigma's systems at scale, and deliver clear, reproducible analysis of catch rate and false positive rate. This is the primary function of the role. Run systematic filter and threshold tuning. Test configurations iteratively to find the optimal tradeoff between catch rate and false positives for each client's data and risk profile. Document what you tested, what changed, and why the result is better. Build scripts that make this process repeatable. Deliver findings that land. Most of your time is in Databricks and Python — this isn't a writing-heavy role. But when results need to be shared, they go out as short narratives, clean spreadsheets, or well-scoped charts that a compliance executive can act on. Contribute to the tuning analytics product. Work with product and engineering to help design and build a self-service tuning and analytics feature so clients can run this analysis themselves. Your expertise from manual exercises is the specification. Stress-test the system. Run the tests a bank validation team would run — adversarial names, transliterations, jurisdictional edge cases, alias patterns — and bring back findings that change what R&D builds next. What We're Looking For Required Statistical and analytical rigor. You design comparisons correctly. You know why naive A/B tests fail. You understand what makes a result meaningful versus coincidental. You catch your own methodological errors. Expert Python data skills. Pandas, PySpark, scripting — you work with DataFrames all day and you're fast and efficient. You can load millions of rows, join datasets, compute distributions, and build analysis pipelines from scratch. Meticulous attention to detail. You notice the outlier in row 47,000, investigate why, and document what you find. You check your own work before delivering it. Your analysis can be re-run and audited six months later. Tolerance for systematic, iterative work. Some of this work involves running the same test with small variations many times. You find that satisfying rather than tedious because you care about finding the right answer, not just an answer. Explain your methodology. You can defend the choices you made — why this threshold, this sample size, this control — in plain language when a stakeholder asks. Quantitative foundation. Bachelor's degree in Statistics, Data Science, Mathematics, Computer Science, or a related field — or equivalent practical experience. Nice to Have Databricks experience (notebooks, PySpark, scheduled workflows) AML, KYC, sanctions, or financial crime domain knowledge Experience with entity matching, fuzzy matching, or record linkage problems Comfortable presenting analytical findings directly to clients and fielding their questions live Familiarity with model risk management concepts or model documentation standards Experience building internal analytics tooling or contributing to product specifications SQL proficiency for data exploration and validation What We Offer Remote-first team with high autonomy and ownership Competitive compensation and meaningful equity Health, dental, vision, and other benefits (or local equivalent) Generous time off and a culture that supports learning and growth A role where your analytical work has direct, visible impact on revenue and client trust Small team environment: you'll have real ownership and real influence from day one How to Apply Apply with your résumé and a short note on the most rigorous data exercise you've run — what made it hard, and how did you know your conclusions were trustworthy? Sigma360 is an equal opportunity employer. We are committed to fair hiring practices and to creating a welcoming environment for all team members. All qualified applicants will receive consideration without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, disability, age, familial status, or veteran status.",https://jobs.techstars.com/companies/sigma360-2-ee2e9a0d-3889-434b-9091-a3a8466b9eaf/jobs/76022938-solutions-data-scientist,https://wellfound.com/company/sigma360/jobs/4129438-solutions-data-scientist,remote,mid senior,,period_not_defined,,,,ACTIVE,2026-04-23 18:36:52+00,2026-04-23 21:01:57.209058+00
23,"Senior Software Engineer, AI",Synack,Remote,"Synack’s Penetration Testing as a Service platform manages customers’ attack surfaces by discovering new assets, pentesting for critical vulnerabilities and gaining visibility into the root causes of security risks. We are committed to making the world more secure by harnessing a talented, vetted community of security researchers to deliver continuous penetration testing and vulnerability management, with actionable results. Synack's PTaaS platform has uncovered more than 71,000 exploitable vulnerabilities to date, protecting a growing list of Global 2000 customers and U.S. agencies in a FedRAMP Moderate Authorized environment. For more information, please visit www.synack.com. We are looking for a Senior Software Engineer (AI), where you'll take a hands-on lead in designing and building cutting-edge, AI-centric systems tailored for the offensive security sector. You will directly drive product innovation at the intersection of AI and cybersecurity. You will lead by example, mentoring junior engineers and promoting a culture of ownership, technical excellence, innovation and continuous improvement. Sounds interesting? Keep reading… Please note: This is a remote position based in the U.S. We can only hire U.S. citizens for this position due to federal government contract requirements. Here’s what you'll do Design, implement and deliver scalable AI-centric software systems. Drive the development of agentic AI capabilities for identifying vulnerabilities, automating penetration testing processes, workflow optimization and enhancing threat intelligence. Own and drive the end-to-end development of product features from ideation to production deployment and monitoring. Actively contribute to and drive the design and implementation of AI-enabled systems, promoting effective SDLC processes. Lead technical discussions, code reviews and design sessions, sharing your expertise to uplift the team's capabilities. Provide mentorship and support to junior engineers, encouraging professional growth and development. Collaborate closely with cross-functional teams to integrate AI capabilities into broader systems and applications. Here’s what you’ll need 7+ years of experience in distributed-systems and backend software engineering. Experience with AI technologies, e.g. LLMs, RAG, MCP, etc. Excellent grasp of token usage optimization and LLM cost optimization techniques. Expert knowledge of golang (4+ years) and solid hands-on experience with Python. Strong experience and understanding of microservices, REST API design, gRPC, writing unit testing, BDD testing. Strong design skills required – UML is a bonus; exposure to Domain Driven Design desirable. Experience with asynchronous messaging technologies such as Google PubSub, Kafka. In depth knowledge of NoSQL and RDBMS technologies. Strong experience with Docker, Kubernetes, Cloud Environments (GCP preferred). Experience working on agile teams. Excellent communication and collaboration skills in all mediums. Experience working on and scaling a microservice-based application. A proven ability to thrive in a collaborative environment involving different stakeholders and subject matter experts. Nice To Have Experience in a fast-paced startup environment. Experience in Cyber Security. Ready to join us? Synack is committed to embracing diversity. Our people are our strength. Each addition to our team is an opportunity to grow and diversify our ideas, experiences, and viewpoints. We strive to be inclusive of Race, Ethnicity, Religion, Sex, LGBTQ+, Veterans, Disabilities, and Age. Synack welcomes you! As a candidate, Synack cares about your privacy. Please view our candidate privacy policy here. This position has responsibility to ensure Synack’s security and privacy posture is maintained. $145,000 - $250,000 Salary is determined by a combination of factors including location, level, relevant experience, and skills. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. The compensation package for this position may also include equity, and benefits. For more details about our benefits, please see here. Then for the Employer code, enter: synack",https://jobs.techstars.com/companies/synack/jobs/76011089-senior-software-engineer-ai,https://boards.greenhouse.io/synack/jobs/7783318,remote,senior,USD,year,14500000,25000000,t,ACTIVE,2026-04-23 17:21:24+00,2026-04-23 21:01:57.930349+00
24,Deploy Engineer,TradingView,"Tbilisi, Georgia","Technology · Tbilisi Deploy Engineer TradingView is the world’s #1 platform for all things investing. 100M+ users trust us to inform their trading decisions. Want to make an impact? Apply now — help shape the future of finance. TradingView is the world’s largest financial analysis platform with more than 100M users across 180+ countries. We build tools that help traders and investors make informed decisions — from advanced charting and market data to collaboration and publishing features. Our products are used daily by millions of individuals and trusted by companies like Revolut, Binance, and CME Group. We’re continuing to grow and scale our platform, and we’re looking for people who care about product quality, take ownership of their work, and want to build systems used by a global audience. About the team Our team is responsible for the deployment, stability, and continuous improvement of core services powering the platform. We build and operate infrastructure that ensures reliable delivery and high availability of applications used by millions of users ежедневно. As the platform grows, we focus on automation, scalability, and improving observability to handle increasing нагрузку и сложность систем. The team works closely with engineering and QA to ensure fast and stable delivery of product features. Responsibilities Deploy and maintain applications and services in production Build and support CI/CD pipelines for reliable delivery Prepare and configure servers (primarily Linux-based systems) Manage and optimize virtual machines and infrastructure Automate routine tasks using tools like Ansible, Bash, and Python Contribute to improving infrastructure and delivery processes Collaborate with development and QA teams What makes you the perfect fit Strong Linux administration skills Experience working with CI/CD systems (Git, GitLab CI, etc.) Hands-on experience with Jenkins (pipelines, deployment, integrations) Experience with automation tools like Ansible Working knowledge of Kubernetes (at least at user level) Scripting experience (Python, Bash, or similar) Will be a plus Experience with Terraform and Infrastructure as Code Experience working with physical infrastructure What we offer you Flexible working hours and a hybrid work format Well-equipped offices for focused and collaborative work A global, distributed team of 500+ professionals Learning, mentorship, and long-term career growth Relocation support and private health insurance Performance-based bonuses TradingView Premium access Regular team events and company-wide meetups Join the TradingView team and help us build a product used by millions of traders and investors worldwide. We look forward to hearing from you! TradingView is an equal opportunity employer. We embrace diversity and are dedicated to fostering a diverse and inclusive workplace. Our success is driven by 600+ professionals from 40+ countries who speak nearly 20 languages. Department Technology Locations Tbilisi About TradingView We are TradingView, the world's most popular charting platform and the industry's forefront for financial visualization solutions. 100M+ traders worldwide use our platform as a go-to destination to chart, chat, and trade financial markets. Founded in 2011 Co-workers 700 Technology · Tbilisi Deploy Engineer TradingView is the world’s #1 platform for all things investing. 100M+ users trust us to inform their trading decisions. Want to make an impact? Apply now — help shape the future of finance.",https://jobs.techstars.com/companies/tradingview/jobs/76009097-deploy-engineer,https://tradingview.teamtailor.com/jobs/7616433-deploy-engineer,on_site,mid senior,,period_not_defined,,,,ACTIVE,2026-04-23 17:05:14+00,2026-04-23 21:01:58.599159+00
25,Senior Core QA Engineer,TradingView,"Tbilisi, Georgia","Product · Tbilisi Senior Core QA Engineer TradingView is the world’s #1 platform for all things investing. 100M+ users trust us to inform their trading decisions. Want to make an impact? Apply now — help shape the future of finance. TradingView is the world’s largest financial analysis platform with more than 100M users across 180+ countries. We build tools that help traders and investors make informed decisions — from advanced charting and market data to collaboration and publishing features. Our products are used daily by millions of individuals and trusted by companies like Revolut, Binance, and CME Group. We’re continuing to grow and scale our platform, and we’re looking for people who care about product quality, take ownership of their work, and want to build systems used by a global audience. About the team Hey! Ever wonder who ensures the news you read is actually worth your time? That’s us. We're Justice Team (part of the News Unit) and we're dedicated to building a news feed our users can trust. We handle the heavy lifting—onboarding providers, analyzing content quality, and maintaining the feeds that keep millions of people informed every day. We’re a team of detail-oriented news junkies who believe that better content leads to a better-informed world. If you’re looking for a team of like-minded enthusiasts who are as obsessed with quality as they are with innovation, come help us build a news feed that truly matters. Responsibilities Analyzing and integrating new data providers into the existing system Improving the quality of existing integrations - fixing bugs, creating new news sections Periodic analysis of news to detect problems or quality regressions Collaborating with the development team to improve the tools used What makes you the perfect fit Basic knowledge of such formats as YAML, XHTML, JSON Basic skills in xpath, regex Ability to analyze data, identify anomalies and/or irrelevant content (both in manual mode and possible automation). Basic knowledge of SQL Meticulousness and attention to detail Systematicity and consistency Will be a plus Domain knowledge and/or trading experience Knowledge of any scripting language to automate routine tasks Ability to work in a team - willingness to collaborate with other team members, developers, analysts and business users Knowledge of basic Linux terminal commands (tail, grep, curl, ssh, docker commands, watch) Git Experience in finance or trading domain Familiarity with TradingView as a product What we offer you Flexible working hours and a hybrid work format Well-equipped offices for focused and collaborative work A global, distributed team of 500+ professionals Learning, mentorship, and long-term career growth Relocation support and private health insurance Performance-based bonuses TradingView Premium access Regular team events and company-wide meetups Join the TradingView team and help us build a product used by millions of traders and investors worldwide. We look forward to hearing from you! TradingView is an equal opportunity employer. We embrace diversity and are dedicated to fostering a diverse and inclusive workplace. Our success is driven by 600+ professionals from 40+ countries who speak nearly 20 languages. Department Product Locations Tbilisi About TradingView We are TradingView, the world's most popular charting platform and the industry's forefront for financial visualization solutions. 100M+ traders worldwide use our platform as a go-to destination to chart, chat, and trade financial markets. Founded in 2011 Co-workers 700 Product · Tbilisi Senior Core QA Engineer TradingView is the world’s #1 platform for all things investing. 100M+ users trust us to inform their trading decisions. Want to make an impact? Apply now — help shape the future of finance.",https://jobs.techstars.com/companies/tradingview/jobs/76009094-senior-core-qa-engineer,https://tradingview.teamtailor.com/jobs/7629717-senior-core-qa-engineer,on_site,senior,,period_not_defined,,,,ACTIVE,2026-04-23 17:05:13+00,2026-04-23 21:02:00.407338+00
26,"Software Engineer, Elixir (Vietnam)",telnyx,"Hanoi, Vietnam","About Telnyx Telnyx is an industry leader that's not just imagining the future of global connectivity—we're building it. From architecting and amplifying the reach of a private, global, multi-cloud IP network, to bringing hyperlocal edge technology right to your fingertips through intuitive APIs, we're shaping a new era of seamless interconnection between people, devices, and applications. We're driven by a desire to transform and modernize what's antiquated, automate the manual, and solve real-world problems through innovative connectivity solutions. As a testament to our success, we're proud to stand as a financially stable and profitable company. Our robust profitability allows us not only to invest in pioneering technologies but also to foster an environment of continuous learning and growth for our team. Our collective vision is a world where borderless connectivity fuels limitless innovation. By joining us, you can be part of laying the foundations for this interconnected future. We're currently seeking passionate individuals who are excited about the opportunity to contribute to an industry-shaping company while growing their own skills and careers. About you We’re looking for people with a strong background or interest in building successful products or systems; you’re comfortable in dealing with lots of moving pieces; you have exquisite attention to detail; and you’re comfortable learning new technologies and systems. The Opportunity We have backend engineers in almost every team across Telnyx, and in that role, you’ll be making some of the most significant decisions for the company. You’ll get to work with other engineers to build delightful features that span various parts of the system, as well as our business, sales, and operations teams to understand and solve our users’ pain points. Design, build, and maintain APIs, services, and systems across Telnyx’s engineering teams. Debug production issues across services and multiple levels of the stack. Work with engineers across the company to build new features at large scale. Improve engineering standards, tooling, and processes. What We're Looking For Have 6+ years of professional software development experience with a functional programming language (Elixir/Erlang is preferred). Have experience working with relational databases at scale. Have deep knowledge of microservice architecture patterns and anti-patterns. Have experience with message queues like RabbitMQ and Kafka. Understand the challenges inherent in concurrent and distributed programming. Have experience with more exotic databases/key-value stores such as ETS, Mnesia, Cassandra and Redis. Have familiarity with Docker, Kubernetes, Consul, Jenkins, Prometheus, or RabbitMQ. Bonus Points For You take a thoughtful approach to decision-making, knowing when to move fast and when to long-term optimize. You want to work in a fast-paced, product-driven environment. You keep up to date with the latest technologies and patterns and enjoy sharing what you’ve learned. #LI-VIETNAM #LI-KG1",https://jobs.techstars.com/companies/telnyx/jobs/76000380-software-engineer-elixir-vietnam,https://boards.greenhouse.io/telnyx54/jobs/7711962003,on_site,mid senior,,period_not_defined,,,,ACTIVE,2026-04-23 16:11:06+00,2026-04-23 21:02:01.187407+00
27,IT Operations Helpdesk Administrator (Vietnam),telnyx,"Ho Chi Minh City, Vietnam","About Telnyx Telnyx is an industry leader that's not just imagining the future of global connectivity—we're building it. From architecting and amplifying the reach of a private, global, multi-cloud IP network, to bringing hyperlocal edge technology right to your fingertips through intuitive APIs, we're shaping a new era of seamless interconnection between people, devices, and applications. We're driven by a desire to transform and modernize what's antiquated, automate the manual, and solve real-world problems through innovative connectivity solutions. As a testament to our success, we're proud to stand as a financially stable and profitable company. Our robust profitability allows us not only to invest in pioneering technologies but also to foster an environment of continuous learning and growth for our team. Our collective vision is a world where borderless connectivity fuels limitless innovation. By joining us, you can be part of laying the foundations for this interconnected future. We're currently seeking passionate individuals who are excited about the opportunity to contribute to an industry-shaping company while growing their own skills and careers. We’re building a small remote IT Operations team in Vietnam to provide helpdesk and operational coverage during weekends and off-peak hours for a globally distributed company. We’re hiring three positions covering: Full weekend coverage (Saturday & Sunday, 24 hours) split across three 8-hour shifts Weekday shifts (one or two days per person, 06:00–14:00 ICT) covering Asia-Pacific business hours and bridging US/EU gaps Schedules are coordinated across the team with flexibility to swap shifts as long as full coverage is maintained. Hours range from 24–32 per week depending on schedule. These are hands-on roles splitting between reactive helpdesk support and proactive project work. During quieter periods you’ll have space for system improvements, maintenance, and new solutions. Available Schedules (all times ICT/Vietnam) Schedule A — 32 hours/week Monday, Friday, Saturday, Sunday: 06:00–14:00 Schedule B — 32 hours/week Tuesday, Wednesday: 06:00–14:00 | Saturday, Sunday: 14:00–22:00 Schedule C — 24 hours/week Thursday: 06:00–14:00 | Saturday, Sunday: 22:00–06:00 Please indicate which schedule(s) you’re interested in when applying. What You’ll Do First responder for employee IT support via helpdesk tickets, chat, and other channels. Troubleshoot issues across Windows, macOS, and Linux environments. Manage user accounts, access, and permissions through Okta, Active Directory, and Google Workspace. Administer SaaS platforms including CrowdStrike, Jira, Slack, and others. Handle zero-touch workstation deployment and remote endpoint management. Monitor systems and security tooling for alerts or events requiring escalation. Maintain support documentation and runbooks. Coordinate with vendors on hardware procurement, returns, and repairs. Take on project work — system improvements, automation, and new solutions during downtime. You May Be a Good Fit If You Have Strong English proficiency, written and verbal. You’ll communicate with employees across multiple timezones via chat, tickets, and video calls. Experience in helpdesk, desktop support, or IT operations covering Windows, macOS, and Linux. Working familiarity with identity and access management — Okta, Active Directory, or similar. Comfort administering cloud-based platforms (Google Workspace, Jira, Slack, etc.). Familiarity with Linux servers and/or Windows Server environments. Some scripting ability (Bash, Python, or similar) or willingness to develop it. Basic understanding of cybersecurity principles — hands-on experience is a plus. Personal curiosity about technology — home labs, side projects, automation experiments, anything that shows you tinker and learn on your own. Bonus SSO and provisioning protocols (SAML 2.0, SCIM). Endpoint management and zero-touch deployment tools. Networking fundamentals, VPNs, and firewall/routing concepts. A/V and telecom systems. Authorization and privilege management (LDAP/AD binding, least-privilege access). Work Style Independent on weekends with escalation paths for critical issues. Weekday shifts overlap with the broader IT and security team for collaboration and handoffs. We value self-motivation, clear communication, and a genuine desire to grow your skills and step outside your comfort zone. #LI-KG1 #LI-VIETNAM",https://jobs.techstars.com/companies/telnyx/jobs/76000377-it-operations-helpdesk-administrator-vietnam,https://boards.greenhouse.io/telnyx54/jobs/7711880003,on_site,entry level,,period_not_defined,,,,ACTIVE,2026-04-23 16:11:05+00,2026-04-23 21:02:01.870598+00
28,QA Engineer - Automation,Certa,"Jaipur, Rajasthan, India","About Certa Certa is a leading innovator in the no-code SaaS workflow space, powering the full lifecycle for suppliers, partners, and third parties. From onboarding and risk assessment to contract management and ongoing monitoring, Certa enables businesses with automation, collaborative workflows, and continuously updated insights. Join us in our mission to revolutionize third-party management! What You'll Do Partner closely with Customer Success Managers to understand client workflows, identify quality gaps, and ensure smooth solution delivery. Design, implement, and execute both manual and automated tests for client-facing workflows across our web platform. Write robust and maintainable test scripts using Python (Selenium) to validate workflows, integrations, and configurations. Own test planning for client-specific features, including writing clear test cases and sanity scenarios — even in the absence of detailed specs. Collaborate with Product, Engineering, and Customer Success teams to reproduce client-reported issues, root-cause them, and verify fixes. Lead or contribute to exploratory testing, regression cycles, and release validations before client rollouts. Proactively identify gaps, edge cases, and risks in client implementations and communicate them effectively to stakeholders. Act as a client-facing QA representative during solution validation, ensuring confidence in delivery and post-deployment success. What We're Looking For 3–5 years of experience in Software QA (manual + automation), ideally with exposure to client-facing or Customer Success workflows. Strong understanding of core QA principles (priority vs. severity, regression vs. sanity, risk-based testing). Hands-on experience writing automation test scripts with Python (Selenium). Experience with modern automation frameworks (Playwright + TypeScript or equivalent) is a strong plus. Familiarity with SaaS workflows, integrations, or APIs (JSON, REST, etc.). Excellent communication skills — able to interface directly with clients, translate feedback into testable requirements, and clearly articulate risks/solutions. Proactive, curious, and comfortable navigating ambiguity when working on client-specific use cases. Good to Have Previous experience in a Customer Success, Professional Services, or client-facing QA role. Experience with CI/CD pipelines, BDD/TDD frameworks, and test data management. Knowledge of security testing, performance testing, or accessibility testing. Familiarity with no-code platforms or workflow automation tools. Perks Best-in-class compensation Fully remote work Flexible schedules Engineering-first, high-ownership culture Massive learning and growth opportunities Paid vacation, comprehensive health coverage, maternity leave Yearly offsite, quarterly hacker house Workstation setup allowance Latest tech tools and hardware A collaborative and high-trust team environment",https://jobs.techstars.com/companies/certa/jobs/75995825-qa-engineer-automation,https://wellfound.com/company/certa-2/jobs/4121711-qa-engineer-automation,on_site,mid senior,,period_not_defined,,,,ACTIVE,2026-04-23 15:51:21+00,2026-04-23 21:02:02.530275+00
